StartDate,EndDate,IPAddress,Progress,Duration (in seconds),Finished,ResponseId,LocationLatitude,LocationLongitude,DistributionChannel,da_con_trust,da_lib_trust,ra_con_trust,ra_lib_trust,da_con_gender,da_lib_gender,ra_con_gender,ra_lib_gender,da_con_race,da_lib_race,ra_con_race,ra_lib_race,da_con_emo,da_lib_emo,ra_con_emo,ra_lib_emo,da_con_threat,da_lib_threat,ra_con_threat,ra_lib_threat,age,sex,race,data_use,mTurkCode
10/20/2017 10:20,10/20/2017 10:22,24.180.66.57,100,142,1,R_2ZITOdraxiZXWXB,43.61470032,-84.79270172,anonymous,5,6,3,5,7,5,8,6,5,3,3,3,7,5,1,6,2,2,9,1,46,2,1,4,7219696329
10/20/2017 10:22,10/20/2017 10:23,99.123.191.87,100,100,1,R_URXqLWWOXiy9AyJ,35.94960022,-83.18659973,anonymous,5,4,6,4,7,8,3,5,1,1,1,1,3,6,1,4,6,6,6,7,21,1,1,4,2766184858
10/20/2017 10:23,10/20/2017 10:25,99.32.72.11,100,93,1,R_2e9z3784R0hkZzN,29.55039978,-95.25050354,anonymous,5,4,3,6,9,9,1,9,1,1,1,1,5,5,1,5,5,6,7,6,22,1,1,4,8935173926
10/20/2017 10:23,10/20/2017 10:25,50.207.74.66,100,112,1,R_2RUltwK264ZPFDy,42.30270386,-83.24559784,anonymous,7,7,3,7,7,7,3,7,3,3,3,3,7,6,2,7,1,1,8,1,36,1,1,4,344551853
10/20/2017 10:34,10/20/2017 10:36,72.129.153.70,100,129,1,R_1i59CIodpeDB5QW,44.52409363,-87.9056015,anonymous,5,5,5,5,6,5,4,5,4,2,5,3,7,7,3,7,3,2,6,2,59,2,1,4,6851940928
10/20/2017 11:10,10/20/2017 11:11,24.180.186.80,100,50,1,R_2P1FdMuFspI35tS,43.04429626,-83.51920319,anonymous,6,5,4,4,6,4,3,5,8,6,4,5,7,6,5,5,5,3,4,6,22,1,1,1,8186824326
10/20/2017 11:51,10/20/2017 11:54,73.43.225.2,100,137,1,R_D6jBY5mKSbrJMFX,33.91879272,-84.06780243,anonymous,9,9,9,9,8,8,8,8,3,2,1,3,6,7,4,8,1,5,6,1,22,2,5,4,502318605
10/20/2017 11:53,10/20/2017 11:55,38.117.232.133,100,137,1,R_1FxmkBb6wLW81qk,40.76620483,-73.98619843,anonymous,5,5,1,5,7,9,9,7,1,1,1,1,5,5,3,5,1,1,7,1,43,2,5,3,6510510435
10/20/2017 11:54,10/20/2017 11:56,24.3.3.86,100,151,1,R_UzQhmBlvPoJd4Q1,40.58900452,-80.32790375,anonymous,7,7,6,7,7,1,1,1,1,1,6,1,7,7,4,8,2,2,6,2,42,2,1,4,5423339838
10/20/2017 11:57,10/20/2017 11:57,174.106.92.75,100,49,1,R_0O5l871lx3CfWlb,35.27600098,-80.95950317,anonymous,5,9,1,5,9,9,1,9,9,9,1,9,9,9,1,9,9,9,1,9,34,2,4,4,388068241
10/20/2017 11:57,10/20/2017 11:59,45.48.242.42,100,124,1,R_3p3jYFpJIv7ybuW,34.07640076,-118.2626038,anonymous,7,6,2,6,7,6,3,7,1,7,1,1,6,6,2,7,5,1,6,5,25,1,1,1,928443112
10/20/2017 12:01,10/20/2017 12:03,104.51.95.240,100,162,1,R_3iJTKFsQruwtyVb,41.6269989,-88.20400238,anonymous,7,8,5,7,8,7,3,8,4,3,3,3,5,6,2,6,3,2,6,3,32,2,1,3,1980419788
10/20/2017 12:53,10/20/2017 12:56,24.92.147.113,100,139,1,R_C4ENJ1vaKsoVcid,14,-61,anonymous,4,5,3,5,8,8,2,8,5,1,1,5,7,7,1,6,5,5,3,5,33,2,2,4,831679260
10/20/2017 13:27,10/20/2017 13:30,75.141.176.226,100,132,1,R_yjB6PircIbRgM4F,33.94099426,-83.43409729,anonymous,8,8,3,5,9,8,1,9,3,3,3,3,8,7,1,7,3,2,9,3,30,2,1,4,6783757056
10/20/2017 13:29,10/20/2017 13:30,72.68.153.146,100,70,1,R_1i9dkvcVsd75yTI,40.66589355,-73.63950348,anonymous,8,8,8,8,8,8,2,8,2,2,3,3,7,8,3,8,2,2,8,2,21,2,5,4,997169689
10/20/2017 13:29,10/20/2017 13:31,174.238.11.36,100,123,1,R_1hySl8aseQUCwFu,33.50909424,-112.0823975,anonymous,6,3,3,6,7,6,3,6,4,3,3,4,6,6,3,7,3,3,7,3,40,1,1,3,6916413693
10/20/2017 13:29,10/20/2017 13:31,70.198.64.255,100,136,1,R_3esPm2U616rd5O5,39.67799377,-86.20050049,anonymous,7,7,1,7,9,9,1,9,1,4,1,1,6,6,1,7,3,1,9,3,28,2,1,4,5380330826
10/20/2017 13:34,10/20/2017 13:36,172.76.128.146,100,145,1,R_pfJYRHV2dkgtGIF,48.1855011,-122.6679993,anonymous,7,8,2,7,9,9,5,9,4,4,5,3,4,4,1,6,2,4,9,1,30,2,1,4,6995291989
10/20/2017 13:37,10/20/2017 13:39,143.112.32.4,100,115,1,R_3HYyzcN0uOPGcnr,33.74899292,-84.38800049,anonymous,3,7,2,7,9,9,1,9,1,1,1,1,7,5,1,6,4,3,9,4,31,2,1,4,8985593011
10/20/2017 13:38,10/20/2017 13:40,66.211.222.186,100,75,1,R_2s4NOJApOrJPDtM,42.05769348,-80.04340363,anonymous,5,5,5,5,9,6,1,9,1,7,1,1,6,7,1,9,1,1,9,5,26,1,2,4,7990509285
10/20/2017 13:50,10/20/2017 13:51,23.241.146.80,100,82,1,R_CeIGvuEH4BI4A5b,34.08810425,-117.464798,anonymous,6,6,6,7,5,7,5,3,1,7,4,6,5,5,3,5,6,6,4,6,27,1,4,4,5914509809
10/20/2017 15:13,10/20/2017 15:14,104.12.11.136,100,87,1,R_2PnHSfHlCdMtJYn,29.63699341,-82.23190308,anonymous,7,7,3,7,7,2,1,8,3,2,1,2,8,8,1,8,2,1,7,1,22,1,1,4,5430023163
10/20/2017 15:12,10/20/2017 15:14,71.14.28.70,100,106,1,R_2QyoHhso6zw6jKp,32.38070679,-85.68080139,anonymous,7,7,6,7,8,8,2,8,1,2,1,2,7,7,2,7,2,2,3,2,20,2,2,4,6273178141
10/20/2017 15:12,10/20/2017 15:15,97.98.100.148,100,147,1,R_qJyoiKxzzhMaq8F,27.63490295,-97.31289673,anonymous,5,5,4,5,7,7,7,7,5,3,2,3,7,5,3,7,2,2,5,2,32,1,1,4,144986297
10/20/2017 15:14,10/20/2017 15:16,71.201.169.192,100,105,1,R_1cVdZm5XvF54UWb,40.52819824,-88.98010254,anonymous,5,5,8,5,6,5,9,6,5,5,9,6,5,5,8,5,5,5,8,4,24,1,3,4,8738817414
10/20/2017 15:16,10/20/2017 15:17,70.183.199.78,100,74,1,R_vP4U8v9LYxLOOZ3,30.35490417,-91.07679749,anonymous,6,6,4,5,7,8,3,8,2,5,2,3,6,7,2,7,2,3,4,4,23,2,2,4,9053853694
10/20/2017 15:15,10/20/2017 15:17,173.25.36.56,100,120,1,R_1gMdeqy7CyVJdJQ,42.42660522,-92.35800171,anonymous,8,7,4,9,2,8,6,9,1,1,1,1,9,8,1,3,1,1,6,1,40,2,1,4,5001025274
10/20/2017 15:18,10/20/2017 15:20,69.254.201.72,100,95,1,R_1FsJgLJWtXDDYsJ,32.3117981,-110.9259033,anonymous,5,5,1,5,9,9,9,9,1,1,1,1,9,5,1,9,9,5,9,5,21,1,5,4,2575244694
10/20/2017 15:17,10/20/2017 15:20,72.175.125.199,100,142,1,R_cCtOMmrMNGsbEWZ,38.47790527,-105.4555969,anonymous,8,7,5,9,9,9,1,9,1,1,1,2,5,5,5,6,1,1,4,1,70,2,1,4,5091065848
10/20/2017 15:20,10/20/2017 15:21,50.115.206.201,100,92,1,R_1cSAFDp8nbrQfee,38.00019836,-121.3249969,anonymous,6,6,3,6,7,7,2,7,3,6,2,3,7,7,3,7,3,3,3,3,40,2,1,4,314420630
10/20/2017 16:46,10/20/2017 16:48,112.204.84.134,100,109,1,R_33ElzbVBxb7X6Df,14.22470093,120.859314,anonymous,5,5,1,5,8,8,1,6,4,4,1,2,8,6,1,7,1,1,9,1,30,1,4,4,8791204458
10/20/2017 16:47,10/20/2017 16:49,24.26.44.223,100,125,1,R_1OitMBHzY3ELlgt,38.20750427,-83.39890289,anonymous,6,5,3,7,6,9,3,6,1,1,1,1,5,5,3,5,1,1,7,1,24,2,4,4,5688257976
10/20/2017 16:54,10/20/2017 16:57,24.126.174.87,100,174,1,R_1Ijk6NhPGUxFhpR,34.13299561,-84.30049896,anonymous,5,5,3,4,7,8,4,7,3,1,2,2,6,5,2,7,1,2,7,1,61,1,1,4,2657555961
10/20/2017 17:01,10/20/2017 17:02,78.21.29.119,100,83,1,R_zTHcmj88UwVvQJ3,51.05000305,3.716705322,anonymous,5,5,3,6,7,6,1,8,4,3,2,4,7,6,1,7,3,2,9,1,28,2,4,4,7548249941
10/20/2017 17:02,10/20/2017 17:04,216.150.99.96,100,152,1,R_2c6gz2QTdUIeDSZ,36.09689331,-96.39630127,anonymous,9,9,1,7,9,9,1,9,3,1,1,1,5,4,1,9,1,1,9,1,40,1,1,4,5072985329
10/20/2017 17:09,10/20/2017 17:11,104.136.205.45,100,96,1,R_2uTJIu50lDZN2s1,27.90029907,-82.30239868,anonymous,6,6,4,5,7,7,3,7,4,4,3,4,7,7,3,7,2,2,4,2,37,2,1,4,2335811067
10/20/2017 17:12,10/20/2017 17:13,76.171.160.39,100,86,1,R_BSchLw3HIyqpu37,33.9230957,-118.1396027,anonymous,7,7,2,7,8,8,2,7,3,1,2,2,9,8,2,8,2,1,8,1,32,1,3,4,2409248068
10/20/2017 17:15,10/20/2017 17:17,66.213.106.194,100,140,1,R_2coxfvxgf7Ddeeu,39.86390686,-83.12010193,anonymous,5,5,5,3,6,6,4,6,3,3,1,3,6,5,4,6,3,3,4,3,31,1,5,4,5531399194
10/20/2017 17:17,10/20/2017 17:19,75.187.145.126,100,93,1,R_22KDjDJLJkBlbnl,41.03990173,-81.48020172,anonymous,5,7,4,7,1,4,1,7,1,2,1,1,7,9,1,2,1,3,7,1,20,2,1,4,4323152439
10/20/2017 18:19,10/20/2017 18:21,99.118.220.39,100,103,1,R_TvG0pMPXBtVzXbz,30.8170929,-89.58820343,anonymous,7,8,3,8,9,8,3,7,6,6,2,7,7,3,2,7,3,2,4,2,32,1,1,2,2194835679
10/20/2017 18:32,10/20/2017 18:36,67.66.228.104,100,186,1,R_2t9Zhr5sr9NeUy4,33.29060364,-87.0943985,anonymous,5,6,6,6,7,7,3,6,3,4,3,3,5,6,3,7,3,3,6,4,34,1,1,4,1996141868
10/20/2017 18:54,10/20/2017 18:56,142.99.246.43,100,121,1,R_3rUk8Zbjgi2wsK9,52.11680603,-106.6344986,anonymous,6,9,1,6,9,9,8,3,2,9,1,1,9,9,1,8,6,2,9,2,21,1,5,2,5595753756
10/20/2017 18:56,10/20/2017 18:58,68.0.113.28,100,156,1,R_3dDWvg1VYgLkXn3,36.11000061,-96.04509735,anonymous,6,5,1,6,7,4,1,7,1,1,1,1,6,6,1,6,5,5,7,5,38,2,1,4,7643300206
10/20/2017 18:59,10/20/2017 19:00,138.128.246.80,100,67,1,R_WBZeBpCNpIj8j3r,40.73910522,-73.98259735,anonymous,8,8,6,6,7,4,6,4,7,6,6,6,7,8,7,7,8,7,4,7,22,1,2,2,3058004780
10/20/2017 19:00,10/20/2017 19:03,98.214.43.100,100,179,1,R_1pn6IB3NG3bb2eB,39.9315033,-91.38400269,anonymous,5,5,4,4,5,6,3,6,4,3,2,2,7,7,3,5,3,6,6,4,26,1,1,4,8394579296
10/20/2017 19:02,10/20/2017 19:04,142.0.99.34,100,140,1,R_C9X9gJ2fNatLZHr,44.32189941,-69.05960083,anonymous,2,7,4,8,9,9,1,9,2,1,3,4,7,3,5,7,2,2,3,1,48,2,1,4,7172158770
10/20/2017 19:14,10/20/2017 19:16,143.55.186.148,100,86,1,R_ByyKzRHIOhDE1Ed,40.75169373,-73.99720001,anonymous,8,5,1,9,9,9,3,9,3,3,1,3,7,9,1,6,1,1,7,1,20,2,3,4,3242024058
10/20/2017 19:15,10/20/2017 19:16,170.72.63.83,100,70,1,R_1FPpU5xyMJaypK9,40.20899963,-111.473999,anonymous,5,5,5,5,5,5,9,8,5,5,3,2,5,4,1,5,6,6,9,6,28,2,1,4,1844750354
10/20/2017 19:51,10/20/2017 19:52,71.38.64.232,100,78,1,R_VVYcm8cJe4hggoN,36.15109253,-115.1104965,anonymous,6,5,8,6,6,6,8,6,5,6,7,6,6,6,7,6,6,6,8,6,55,1,4,4,8765448960
10/20/2017 19:53,10/20/2017 19:56,24.238.197.46,100,176,1,R_3PALZ7oyGMRJTvm,32.69709778,-96.68569946,anonymous,5,5,2,8,6,9,1,3,1,3,4,1,2,5,3,9,1,3,9,1,34,1,2,3,4216831084
10/20/2017 19:52,10/20/2017 19:56,24.146.234.54,100,241,1,R_V2sTeplWsQEUnrH,40.58999634,-73.64459991,anonymous,7,2,2,5,5,8,2,6,2,2,1,3,7,8,2,7,1,1,8,1,37,1,5,4,6998617556
10/20/2017 19:56,10/20/2017 20:00,69.144.178.74,100,239,1,R_3qwmbeBwU8Wtfnb,46.12409973,-112.9701004,anonymous,7,5,2,6,8,7,3,8,4,4,3,4,6,6,2,5,2,5,8,2,28,1,1,4,5171543187
10/20/2017 20:00,10/20/2017 20:01,99.157.102.220,100,76,1,R_2riwEqoveiBf3QQ,34.12680054,-84.5739975,anonymous,8,9,3,8,9,9,1,4,1,1,1,1,9,7,1,8,1,1,7,1,27,2,1,4,1814654065
10/20/2017 20:02,10/20/2017 20:04,96.244.208.41,100,146,1,R_2DNQhPIcBXnnB2Q,39.20579529,-76.7480011,anonymous,7,8,3,8,7,8,1,4,4,2,2,3,4,6,2,6,1,2,8,1,33,1,1,4,1624174137
10/20/2017 19:59,10/20/2017 20:15,68.99.225.99,100,923,1,R_vPjL5XZqgRe4gJb,33.36199951,-111.7517014,anonymous,8,8,3,8,8,8,2,9,3,2,3,2,8,8,2,7,3,1,5,1,28,2,1,4,2788503166
10/20/2017 20:29,10/20/2017 20:31,184.90.131.70,100,124,1,R_7We4zLOjsC15BNT,28.83009338,-81.36180115,anonymous,6,8,2,6,7,6,2,3,1,3,1,2,8,3,8,8,2,8,2,2,27,2,1,2,1850715173
10/20/2017 20:36,10/20/2017 20:37,71.168.68.114,100,86,1,R_3hfs52hy4MLTRq0,42.79499817,-71.2256012,anonymous,9,9,5,9,1,9,2,7,3,1,1,9,9,9,3,9,1,1,7,1,27,1,1,4,7341395388
10/20/2017 21:24,10/20/2017 21:26,65.32.93.133,100,73,1,R_2zYdZVVEJhFHaQL,27.915802,-82.22899628,anonymous,6,5,4,5,7,2,1,6,2,3,2,1,6,7,3,6,4,3,6,4,44,2,1,4,2272828501
10/20/2017 21:24,10/20/2017 21:27,73.37.83.154,100,140,1,R_1mQ73dAtFMpUPuz,45.45730591,-122.7991943,anonymous,5,5,1,5,9,9,1,9,1,1,1,1,6,5,1,5,1,4,7,1,28,2,1,4,4878317243
10/20/2017 21:26,10/20/2017 21:28,108.20.212.80,100,123,1,R_bdyukO1iz9Wcsgx,42.27929688,-71.16570282,anonymous,5,7,2,7,9,9,1,9,2,2,1,2,5,5,1,8,2,2,8,2,34,2,1,4,2657751995
10/20/2017 21:26,10/20/2017 21:30,97.84.105.130,100,246,1,R_1hW4PihoPSABnJv,35.96780396,-118.919899,anonymous,6,7,5,5,9,9,1,9,5,3,3,3,5,5,3,5,1,1,5,1,28,2,1,4,68130941
10/20/2017 21:28,10/20/2017 21:30,73.184.19.12,100,96,1,R_pGxKNHGaYTqHlLP,34.020401,-84.24449921,anonymous,7,8,4,7,8,7,1,8,2,2,2,3,7,6,3,7,2,3,7,3,40,2,1,4,7577670002
10/20/2017 21:32,10/20/2017 21:34,74.106.13.185,100,110,1,R_3GoFvSwN1YrDKOm,43.10980225,-76.19950104,anonymous,3,9,3,7,9,9,1,8,1,5,1,1,5,9,1,9,1,3,5,1,43,2,1,4,7002340117
10/20/2017 21:38,10/20/2017 21:41,142.196.129.55,100,138,1,R_1my0oegxI6cOQ8r,28.53829956,-81.3792038,anonymous,7,7,2,7,8,8,2,8,1,2,1,2,8,8,2,7,2,1,9,1,33,1,1,4,8086345712
10/20/2017 21:42,10/20/2017 21:44,73.202.155.152,100,91,1,R_3nShVAD14Hzkik3,37.71859741,-121.9163971,anonymous,7,7,2,6,5,5,2,7,6,5,4,4,5,5,3,7,5,2,7,2,22,1,4,4,4756067153
10/20/2017 21:49,10/20/2017 21:59,108.168.239.141,100,608,1,R_Zb0rXW8njbWC8sp,37.33880615,-121.8914032,anonymous,2,5,2,7,7,7,1,5,2,7,1,7,7,3,1,5,6,2,3,6,25,1,1,4,5822904236
10/20/2017 22:57,10/20/2017 22:59,73.119.0.86,100,107,1,R_1Q4yVo5e8bbRbA5,42.39970398,-71.03160095,anonymous,5,6,3,6,5,6,6,5,6,6,6,6,6,5,3,7,6,6,4,7,43,2,1,4,4100820338
10/20/2017 22:59,10/20/2017 23:01,162.27.165.130,100,127,1,R_1GITrZV6MvLQSvi,41.82510376,-88.20490265,anonymous,7,7,3,7,9,9,1,9,2,1,1,1,5,5,1,5,1,1,9,1,45,1,1,4,513286572
10/20/2017 22:58,10/20/2017 23:01,108.66.82.72,100,140,1,R_2rD83nHasqpa4ZT,32.62519836,-90.02290344,anonymous,5,5,1,5,9,9,1,9,1,1,1,1,5,5,1,5,5,5,9,5,54,2,2,3,3237676230
10/20/2017 23:00,10/20/2017 23:04,67.44.240.110,100,256,1,R_3PvQOWTKVjAhALV,33.52070618,-86.80249786,anonymous,8,8,5,8,9,9,3,9,7,3,2,1,9,9,2,8,3,1,8,1,54,2,1,4,5631222096
10/20/2017 23:04,10/20/2017 23:07,24.175.101.148,100,154,1,R_2SvQsQ63gVfa0Ln,28.73640442,-100.4521027,anonymous,6,6,3,6,7,7,2,8,3,3,2,4,4,7,3,7,4,4,4,4,50,2,1,4,1774988603
10/20/2017 23:09,10/20/2017 23:12,73.203.140.160,100,173,1,R_Y9SNu2tRpYtvhRv,34.91799927,-89.82160187,anonymous,9,5,7,9,1,1,1,7,3,3,5,3,5,9,1,7,1,1,1,1,36,2,5,4,1655158722
10/20/2017 23:15,10/20/2017 23:17,75.169.57.83,100,118,1,R_2Ezz2wMUWCfhZPj,40.65759277,-111.8840027,anonymous,5,5,4,6,8,9,1,9,2,5,2,2,5,5,3,6,3,5,6,4,31,1,1,4,6192816109
10/21/2017 0:04,10/21/2017 0:07,174.97.245.118,100,148,1,R_2CxL16CYq0xqT5P,39.3578949,-87.42449951,anonymous,5,5,4,5,9,9,1,9,1,1,1,1,7,7,1,7,1,1,7,9,35,1,1,4,9515400589
10/21/2017 0:26,10/21/2017 0:27,137.103.58.36,100,85,1,R_1GxHLOfdsxu3PFH,25.73599243,-80.31109619,anonymous,3,5,3,5,9,9,1,9,2,1,1,2,4,5,2,5,3,3,3,3,25,1,1,4,4594207341
10/21/2017 0:30,10/21/2017 0:32,67.79.231.38,100,107,1,R_2CHEa2tcXlcs0xU,30.42950439,-97.84190369,anonymous,4,6,4,6,7,7,2,7,3,4,3,4,7,6,2,7,7,4,7,3,24,2,1,4,4447294278
10/21/2017 0:33,10/21/2017 0:36,70.190.246.228,100,219,1,R_2wcUsreI6ykaGf7,33.61349487,-112.2333984,anonymous,6,2,2,5,5,4,3,7,6,4,6,2,5,6,3,5,7,6,6,3,35,2,1,3,5908519155
10/21/2017 0:34,10/21/2017 0:37,24.23.90.177,100,150,1,R_0ptRB88g0gmEsA9,33.5243988,-81.94239807,anonymous,4,3,2,4,8,8,1,8,2,3,2,3,6,5,2,5,8,4,2,3,52,2,2,4,2325413227
10/21/2017 0:30,10/21/2017 0:44,128.163.53.162,100,799,1,R_2rrs2FlL2OfZ4W8,38.02870178,-84.50749969,anonymous,5,4,5,5,3,2,3,2,3,3,3,3,5,5,5,5,4,4,4,5,23,2,1,4,7008465715
10/21/2017 0:42,10/21/2017 0:44,135.84.227.128,100,126,1,R_21GjCumYnITKyfD,35.57519531,-88.8585968,anonymous,7,5,1,5,5,9,1,9,1,1,1,1,7,5,1,7,2,3,7,3,37,1,1,4,9594110809
10/21/2017 0:42,10/21/2017 0:44,107.77.205.198,100,119,1,R_1gwF8yLUn69CKZm,47.60620117,-122.3320999,anonymous,5,7,3,7,9,9,1,9,7,1,1,2,8,9,1,9,1,1,9,1,34,2,1,4,1521427553
10/21/2017 1:04,10/21/2017 1:09,172.116.28.59,100,244,1,R_3FIsPO7B6DhGAxb,33.83859253,-117.2032013,anonymous,4,5,6,7,4,5,6,5,7,4,6,3,5,6,5,7,5,6,5,6,25,2,1,3,4235389037
10/21/2017 2:17,10/21/2017 2:18,75.72.53.52,100,103,1,R_tX9156VJpNH0k6Z,44.9197998,-93.48320007,anonymous,6,6,4,6,7,9,3,6,1,2,1,1,6,6,2,5,3,1,7,3,46,1,3,4,9524504961
